show_id,id_type,title,id_director,date_added,release_year,id_rating,id_duration,description
s7011,1,House of Z,3950,2018-01-06,2016,5,33,"Featuring archival footage and exclusive interviews, this documentary looks at the rise, fall and comeback of charismatic fashion designer Zac Posen."
s7012,1,"Houston, We Have a Problem!",3951,2017-07-20,2016,5,78,"Blending fact with myth, this conspiracy-minded docufiction argues that the U.S. purchased Yugoslavia's secret space program in the 1960s."
s7013,1,How the Beatles Changed the World,3952,2018-02-01,2017,6,23,Interviews and rare archival footage illuminate how the Beatles' influence over music and culture continues to be felt around the world.
s7014,1,How the Grinch Stole Christmas,690,2017-06-01,2000,4,24,The Grinch decides to rob Whoville of Christmas – but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart.
s7015,1,How to Be a Latin Lover,3953,2019-11-01,2017,2,27,"When an aging Lothario gets the boot from his sugar mama, he must pull out all the stops to find a new female sponsor."
s7016,1,How to Be a Player,3954,2019-11-01,1997,9,12,"Dray lives life one woman at a time and is the envy of all his friends, until his sister decides to show him the error of his philandering ways."
s7017,1,How to Change the World,473,2016-01-01,2015,13,23,"In the 1970s, a group of activists who gathered to protest nuclear testing formed the iconic Greenpeace environmental organization."
s7018,2,How to Live Mortgage Free with Sarah Beeny,1,2018-09-15,2018,3,4,Real estate expert and TV presenter Sarah Beeny meets with clever property owners who share their colorful stories about living mortgage free.
s7019,1,How to Make an American Quilt,3955,2018-04-01,1995,2,27,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her."
s7020,1,How to Win the US Presidency,3956,2016-08-01,2016,6,145,"This whimsical look at rough-and-tumble American politics examines the influence of money, religion and even ancient Rome on presidential campaigns."
s7021,1,Hridaynath,3957,2018-01-01,2012,5,18,A schoolteacher known for his good deeds and benevolence takes a walk on the dark side after undergoing a heart transplant.
s7022,1,Hulk Vs.,1193,2020-06-01,2009,2,40,This action-packed animated double feature pits the Hulk against two of the Marvel Universe's most powerful characters: Wolverine and Thor.
s7023,1,Hum Saath-Saath Hain,1489,2018-01-01,1999,10,196,"A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan."
s7024,1,Humko Deewana Kar Gaye,3959,2017-10-22,2006,6,128,Two kindred spirits who are betrothed to others must decide whether to go through with arranged marriages or brush aside convention for true love.
s7025,2,Humsafar,1,2016-12-15,2011,6,4,"To fulfill her mother's dying wish, middle-class Khirad marries elite Ashar. But those who disapprove plot to turn Ashar against his wife."
s7026,1,Hungerford,3960,2018-06-23,2014,3,136,"While filming his daily life for a media course, Cowen discovers his small English town may be under an ominous and otherworldly influence."
s7027,1,Hunt to Kill,2344,2020-01-01,2010,9,19,U.S. Border Patrol agent and deadly hunter Jim Rhodes takes violent revenge when a group of desperate thieves kidnaps his daughter after a robbery.
s7028,1,Hunter's Prayer,3961,2019-10-22,2015,9,5,A hired gun has second thoughts when he's contracted to kill a teenage girl whose father's shady business dealings put her life in danger.
s7029,2,Hunters of the South Seas,1,2019-02-01,2015,5,4,"In a far corner of the Pacific Ocean, people who live entirely at sea share insights into their incredible amphibious lifestyle."
s7030,2,Huntik: Secrets and Seekers,1,2018-01-01,2011,8,3,"A high school student searching for his missing father joins a secret group known as the Seekers, who ally with aliens to protect the world from evil."
s7031,1,Hurricane Bianca,3962,2017-01-01,2016,3,39,"Fired for being gay, schoolteacher Richard returns in drag as force-of-nature Bianca, gets hired for the same job and plots sweet, scornful revenge."
s7032,1,Hurricane Bianca: From Russia With Hate,3962,2018-08-15,2018,3,39,"When Texas teacher Richard is lured to Russia under false pretenses by his enemy Deb, his drag alter ego Bianca soon turns the country upside down."
s7033,1,Hustle & Flow,2049,2019-12-01,2005,9,49,A pimp with aspirations of grandeur wants to make it as a rapper but discovers that fame isn't all it's cracked up to be in this indie drama.
s7034,2,Hyori's Bed & Breakfast,1,2018-03-29,2018,5,3,"K-pop diva Lee Hyo-ri and her husband open up their home on the beautiful Jeju Island to welcome travelers for free stays, meals and late-night chats."
s7035,1,Hypersomnia,3963,2017-06-08,2016,3,78,A young actress rehearsing for a play about human trafficking begins to relive terrifying scenes that may be dreams – or an alternate reality.
s7036,1,I Am,2654,2019-03-04,2010,3,20,"Four individuals in modern India grapple with their identities amid social taboos, trauma and brutal sexual discrimination in this quartet of stories."
s7037,1,I Am Bolt,3964,2017-10-01,2016,4,70,"Mixing archival footage with present-day interviews, Olympic champion and global icon Usain Bolt opens up about his athletic legacy."
s7038,1,I Am Jane Doe,3966,2017-05-26,2017,5,28,This intense documentary follows real cases of American girls enslaved in the child sex trade through ads in a newspaper's online classified section.
s7039,1,I Am Maris,3967,2019-04-01,2018,5,131,"Through her own words and art, a young woman details the healing power of yoga in her struggle with anorexia and her journey to self-acceptance."
s7040,2,I Am Me!,1,2017-03-03,2016,5,4,Aspiring hip-hop star Francisco builds a name for himself as a musical artist while his conscience helps him through family drama and discrimination.
s7041,1,I Am Not Madame Bovary,3968,2017-09-02,2016,5,84,"To qualify for an apartment reserved for singles, a married couple stages a divorce. But when her husband unexpectedly remarries, Li seeks justice."
s7042,1,I Am Sun Mu,3969,2017-02-01,2015,13,33,A North Korean propagandist who escaped to Seoul now creates satirical art about Kim Jong Il's regime and copes with repercussions of his defection.
s7043,1,I Am Vengeance,1186,2018-12-22,2018,9,37,"After learning that an ex-military friend and his parents were killed, the highly trained John Gold comes to town seeking answers and revenge."
s7044,1,I Am Wrath,3970,2019-09-16,2016,9,5,"Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians."
s7045,1,I Don't Know How She Does It,3971,2019-03-23,2011,2,67,"In this affable yuppie comedy, Kate Reddy is a successful executive, wife and mom whose personal and professional lives hang in precarious balance."
s7046,1,I Dream Of Dance,3972,2019-01-31,2017,5,20,Experience the joy and sacrifice of one of the nation's premier dance companies as its members and instructors prepare for a prestigious competition.
s7047,1,I Fine... Thank You... Love You,3445,2018-09-05,2014,5,27,"Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan."
s7048,1,"I, Daniel Blake",3973,2019-04-19,2016,9,34,"While fighting for his welfare benefits following a job-ending heart attack, a widowed carpenter befriends a single mother in a similar plight."
s7049,1,I'll See You in My Dreams,1336,2019-10-22,2015,2,25,"After the passing of her dog, a long-widowed senior citizen is in need of companionship. Two very different possibilities present themselves."
s7050,1,I'm in Love with a Church Girl,3974,2017-10-01,2013,4,51,"When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path."
s7051,2,I'm Sorry,1,2019-09-13,2019,3,3,"Life is a series of awkward situations for comedy writer and mom Andrea, thanks to plenty of neuroses and a knack for sticking her foot in her mouth."
s7052,1,Ice Guardians,3975,2017-10-01,2016,3,55,"This film explores the controversial role of ice hockey ""enforcers,"" as well as the physical and mental price paid by the game's notorious tough guys."
s7053,1,Iceman,3976,2018-01-23,2014,9,8,"Four hundred years after they were frozen in time, a Ming Dynasty guard and his three pursuers are defrosted to continue their ancient battle."
s7054,1,Ideachi Kalpana,3977,2018-01-01,2010,5,26,"After an actor is hit by a car driven by the police commissioner's sister, his scheming brother-in-law files a bogus suit against the commissioner."
s7055,2,Idiotest,1,2018-12-15,2014,6,4,Comedian Ben Gleib hosts this game show in which teams of two compete to solve increasingly tough brain teasers. Faster answers mean more money.
s7056,1,Igor,3978,2019-09-01,2008,4,46,"Igor, the brilliant but deformed assistant to mad Dr. Glickenstein, dreams of winning the Evil Science Fair and the heart of village beauty Gretchen."
s7057,1,Iliza Shlesinger: War Paint,2178,2013-09-01,2013,13,135,"""Last Comic Standing"" winner Iliza Shlesinger unleashes her acerbic, stream-of-conscious comedy on an unsuspecting audience in her hometown of Dallas."
s7058,1,Imagine That,3979,2019-12-07,2009,4,55,"Work problems are piling up for a businessman. But when he discovers a pathway to his daughter's imaginary world, he starts finding some solutions."
s7059,1,Immoral Tales,3980,2019-06-06,1974,15,18,"This anthology illustrates the timeless nature of desire in four stories of incest, bloodlust and other forbidden subjects."
s7060,2,In Between,1,2017-01-01,2012,5,4,An author having trouble finishing his new romance novel because he's lost faith in love regains his romantic soul after meeting a flight attendant.
s7061,1,In Search of Fellini,3981,2018-03-19,2017,9,18,A naive and sheltered young woman embarks on a whimsical adventure across Italy in the hopes of meeting director Federico Fellini.
s7062,1,In The Deep,639,2018-01-10,2017,2,67,"With little oxygen left in their scuba tanks, two sisters are trapped in a shark cage at the bottom of the ocean while great whites circle nearby."
s7063,1,Incir Receli 2,3982,2017-03-10,2014,5,18,"Grief-stricken over the death of his true love, singer-songwriter Metin has given up on life, until he meets Gizem, who slowly reawakens his heart."
s7064,1,Incoming,3983,2018-10-26,2019,3,67,"When an imprisoned terrorist cell hijacks a high-security prison in outer space, a CIA agent becomes the one chance of stopping them."
s7065,1,Incomplete,3984,2017-04-08,2017,3,51,"A man returns to his childhood hometown, where he meets the happily married woman he once jilted, while his best friend endures a more volatile union."
s7066,1,Inconceivable,3985,2018-03-01,2017,9,20,A couple trying to conceive invite a woman with a mysterious past to move in with them. But it's an invitation they might come to regret.
s7067,1,Incorruptible,3986,2017-09-01,2015,3,2,"In the streets of Senegal, a youth movement rises up against a regime bent on retaining power in this chronicle of the nation's stormy 2012 elections."
s7068,1,Incredibles 2 (Spanish Version),3987,2019-02-08,2018,4,54,"When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting."
s7069,1,INDIA,3988,2017-02-17,2014,13,38,"A man buys a young girl, code-names her ""Doll"" and sends her to live with a mother of two who has a mysterious mission to be fulfilled."
s7070,2,India: Nature's Wonderland,1,2017-03-01,2015,6,4,Wildlife biologist Liz Bonnin explores the natural wonders of India in this series that reveals the species and cultures unique to this ancient land.
s7071,1,Indiana Jones and the Kingdom of the Crystal Skull,31,2019-01-01,2008,2,94,"Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers."
s7072,1,Indiana Jones and the Last Crusade,31,2019-01-01,1989,2,9,"Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail."
s7073,1,Indiana Jones and the Raiders of the Lost Ark,31,2019-01-01,1981,4,27,"When Indiana Jones is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime."
s7074,1,Indiana Jones and the Temple of Doom,31,2019-01-01,1984,4,51,"Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone."
s7075,1,Indiscretion,3989,2017-02-01,2016,3,32,"After a weekend fling with artist Victor, Veronica, a psychiatrist and politician's wife, becomes the target of Victor's dangerous romantic obsession."
s7076,1,Inequality for All,2892,2018-08-29,2013,4,2,Former U.S. Labor Secretary Robert Reich makes a compelling case about the serious crisis the U.S. faces due to the widening economic gap.
s7077,1,Influx,3990,2018-04-01,2016,6,2,Italians in London reveal the ups and downs of immigration and touch upon their uneasiness about leaving behind their crisis-ridden homeland.
s7078,1,Inglourious Basterds,275,2019-07-22,2009,9,204,"A Jewish cinema owner in occupied Paris is forced to host a Nazi premiere, where a group of American soldiers called the Basterds plans a face-off."
s7079,1,Inkheart,3991,2019-07-01,2008,4,20,"Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud."
s7080,1,Insan,3992,2018-03-01,2005,5,88,"A grieving policeman and a rickshaw driver are brought together by a dark, tragic secret that will change their lives forever."
s7081,2,Inside The Freemasons,1,2018-09-15,2017,3,4,"Explore the history and future of the Freemasons, a fraternal order steeped in both secrecy and tradition."
s7082,2,Inside the Mind of a Serial Killer,1,2019-07-01,2015,5,4,"Mixing dramatic re-enactments with real-life footage, this series delves into the tormented psyches of the world's most infamous serial killers."
s7083,2,Inside the Mossad,1,2019-01-29,2017,5,4,"In this documentary, dozens of former agents from the Mossad, Israel's foreign intelligence agency, reveal their top-secret operations."
s7084,2,Inst@famous,1,2018-12-31,2018,3,4,Self-made social media celebrities share the stories of how they built their online empires and where they plan to take their unexpected fame next.
s7085,1,Instructions Not Included,3993,2020-01-01,2013,2,31,"Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot."
s7086,2,Intelligence,1,2017-07-19,2007,3,3,Clashes both on the street and in the bedroom pits the female head of the Organized Crime Unit against the cocky leader of a pot-smuggling ring.
s7087,1,Internet Famous,3994,2016-07-21,2016,5,46,Five viral Internet celebrities travel to a competition that will award one of them their own television series in this ensemble comedy.
s7088,1,Into the Forest,3995,2018-11-07,2015,9,36,"In the near future, two frightened sisters fight for survival after losing their father during a deadly, quietly looming apocalypse."
s7089,1,Inuyasha the Movie - L'isola del fuoco scarlatto,39,2017-09-01,2004,6,33,"Ai, a young half-demon who has escaped from Horai Island to try to help his people, returns with potential saviors InuYasha, Sesshomaru and Kikyo."
s7090,1,Inuyasha the Movie - La spada del dominatore del mondo,39,2017-09-01,2003,5,32,The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.
s7091,1,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,39,2017-09-01,2002,5,32,"With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy."
s7092,1,Invictus,249,2019-11-01,2009,2,149,"After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa."
s7093,1,Invisible Essence: The Little Prince,3996,2019-01-14,2018,6,5,"Artists and writers delve into the heart of Antoine de Saint-Exupéry's timeless fable, which captured the imagination of children and adults worldwide."
s7094,1,Inxeba,3997,2018-02-01,2017,3,33,"At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret."
s7095,1,Iqbal,78,2018-03-01,2006,8,9,A boy with a hearing and speech impairment – and extraordinary athletic ability – chases his lifelong dream of playing cricket for India.
s7096,1,Irada Pakka,3998,2018-03-15,2010,5,109,"Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path."
s7097,1,Iron Cowboy: The Story of the 50.50.50,3999,2019-07-19,2018,5,114,"A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states."
s7098,1,Iron Man & Captain America: Heroes United,4000,2014-10-12,2014,4,127,"While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together."
s7099,2,Iron Man: Armored Adventures,1,2020-08-01,2011,8,3,Teen phenom Tony Stark takes to the skies with an ingeniously engineered suit of armor to learn the truth about his father's mysterious death.
s7100,1,Ishqedarriyaan,4001,2018-03-01,2015,5,89,A young millionaire is willing to do anything to make the schoolteacher he loves happy. Even if it means helping her marry someone else.
s7101,2,Islands of the Future,1,2017-03-01,2014,6,4,"Amid rising oil and gas prices and dwindling resources, tiny islands off the coast of Europe are rethinking the future of energy."
s7102,2,마녀사냥,1,2018-02-19,2015,3,4,"Four Korean celebrity men and guest stars of both genders discuss women, sex and relationships – to an unprecedented degree of openness."
s7103,1,Issaq,4002,2018-03-01,2013,3,79,Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.
s7104,1,It Takes Two,521,2019-11-20,1995,4,63,"The Olsen twins put a cute new spin on Mark Twain's classic tale ""The Prince and the Pauper,"" playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa."
s7105,1,It's Fine,3417,2019-05-03,2012,5,63,"When a beautiful belly-dancer moves into their apartment building, a group of unhappily married men strives to get her attention."
s7106,1,It's Now or Never,1888,2016-03-01,2015,3,5,"When Eva and Alex decide to wed in England, where they met three years earlier, obstacles including a labor strike and a volcano keep them apart."
s7107,1,"It's Okay, Buddy",3319,2019-06-06,2017,5,78,Two down-on-their-luck singers set out to marry wealthy women – but not everyone is happy to have them climb the social ladder.
s7108,1,Iverson,4003,2016-04-01,2014,13,33,"This unfiltered documentary follows the rocky life and stratospheric career of Allen Iverson, an NBA icon who left an indelible mark on the sport."
s7109,1,최강전사 미니특공대 : 영웅의 탄생,4004,2018-09-01,2018,8,96,"Miniforce, a special task force of elite rangers, takes on the Lizard Army to save Earth before it’s too late, in this prequel to the TV series."
s7110,1,Jaan-E-Mann: Let's Fall in Love... Again,1629,2019-12-31,2006,5,207,"To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her."
s7111,1,Jack and the Cuckoo-Clock Heart,4005,2017-02-08,2013,4,37,"Equipped with a mechanical heart and determined to stay out of death's shadow, young Jack understands that love could prove fatal."
s7112,1,Jack of all Trades,4007,2019-07-16,2018,3,64,"Once upon a time, baseball cards were as much an American pastime as the sport. But then scandal rocked the multi-million-dollar industry for good."
s7113,2,Jack Taylor,4009,2013-03-31,2016,3,4,Ken Bruen's bestselling crime novels leap to life in this series of TV movies featuring Irish cop-turned-private-investigator Jack Taylor.
s7114,1,Jackie Brown,275,2019-08-01,1997,9,59,"When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough."
s7115,1,Jackpot,4010,2018-10-06,2015,5,47,A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.
s7116,1,Jail,2549,2019-12-31,2009,5,92,"Incarcerated for a crime he didn’t commit, a young man must navigate the crowded, cut-throat environment of prison as he awaits trial."
s7117,1,Jake's Buccaneer Blast,1,2017-08-06,2014,7,148,"Jake, Izzy, Cubby and Skully face off against the scheming Captain Hook in a race to find special treasures hidden all around Never Land."
s7118,1,Jal,1030,2017-10-15,2013,5,92,A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.
s7119,1,Jalpari: The Desert Mermaid,2520,2018-05-19,2012,5,12,"When they travel to their father's ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets."
s7120,1,Janaan,4011,2017-09-15,2016,5,92,"After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin."
s7121,2,Japanese Style Originator,1,2017-05-01,2008,10,4,"Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today."
s7122,1,Jay and Silent Bob Strike Back,634,2019-01-01,2001,9,24,"Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production."
s7123,1,Jealousy and medicine,3947,2019-10-01,1973,3,19,"Tormented by mistrust, a businessman hires a cagey tailor to track his wife's whereabouts with her doctor only to send his mind further down an abyss."
s7124,2,Jeopardy!,1,2020-12-18,2019,10,3,"Alex Trebek hosts one of TV's longest-running game shows, where a trio of players buzz in with their knowledge of history, arts, pop culture and more."
s7125,1,Jeremy Scott: The People's Designer,2158,2016-04-01,2015,2,62,The journey of fashion designer Jeremy Scott from humble roots on a Missouri farm to creative director of Moschino is charted in this documentary.
s7126,2,Jericho,1,2017-08-16,2008,5,3,"Jake returns to his Kansas town to collect an inheritance, but a nuclear blast cuts off the outside world and makes him a reluctant leader amid chaos."
s7127,1,Jersey Boys,249,2019-01-01,2014,9,149,"Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades."
s7128,1,Jesus: Countdown to Calvary,4012,2019-04-01,2018,5,154,Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society.
s7129,1,Jewel's Catch One,4013,2018-05-01,2016,3,78,"The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities."
s7130,2,Jhansi Ki Rani,1,2017-06-01,2009,5,4,"In British-ruled, 19th-century India, a 14-year-old girl trains as a warrior and becomes a devoted crusader in her country's fight for independence."
s7131,1,Jimi Hendrix,4014,2019-11-01,1973,9,36,"Jimi Hendrix's family, friends, and fellow musicians discuss his life and influence. Hendrix also appears in classic performance footage."
s7132,2,JingleKids,1,2019-04-01,2017,8,4,"In a magical wonderland, merry children and their furry friends explore their unique hobbies while making eye-opening discoveries through adventures."
s7133,1,Jiro Dreams of Sushi,4015,2019-06-05,2011,4,136,"This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies."
s7134,1,Jis Desh Men Ganga Behti Hai,4016,2019-12-31,1960,5,141,"Falling in with a band of outlaws during a holy pilgrimage, a country boy tries to change their violent ways ahead of a showdown with the authorities."
s7135,1,Joe Cocker: Mad Dog with Soul,4017,2017-04-01,2017,5,2,"From his star turn at Woodstock to his battles with addiction, this film chronicles the stormy life and unique talent of soulful singer Joe Cocker."
s7136,1,John & Jane,4018,2016-08-15,2005,5,136,Truth and fiction blend in this quasi-documentary about six exhausted workers at a Mumbai call center servicing U.S. customers.
s7137,1,John Carter,4019,2019-05-02,2012,2,76,"One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos."
s7138,1,John Day,666,2019-12-31,2013,3,6,"A bank manager and his wife, still grieving over their daughter who died in a fire, become pawns in a bank heist with ties to corruption and fraud."
s7139,1,John Mellencamp: Plain Spoken,1,2018-02-01,2017,3,48,Iconic rocker John Mellencamp lights up Chicago in an electrifying live performance featuring old classics and new tracks.
s7140,1,Jonathan,4020,2019-04-16,2018,3,63,"Two siblings share a body, each getting it for 12 hours a day. But when one of them breaks the rules, their whole way of life comes crashing down."
s7141,2,Jonathan Strange & Mr Norrell,4021,2016-08-25,2015,5,4,"In 1806, ambitious magician Norrell leads a revival of practical magic in England and ignites a fierce rivalry with bold young conjurer Strange."
s7142,1,Jora 10 Numbaria,4022,2018-01-01,2017,3,72,"The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster."
s7143,2,Juana Brava,1,2017-03-20,2015,3,4,"After many years away, a woman returns to her hometown, where her mayor father presides over a corrupt, lawless and rundown municipality."
s7144,2,Juana Inés,1,2017-01-27,2016,5,4,"Juana Inés de la Cruz, a powerful feminist nun involved in a forbidden love affair with a woman, faces oppression in 17th-century Mexico."
s7145,1,Judwaa,147,2019-12-31,1997,5,76,"Separated at birth, a pair of identical twins unexpectedly reunite as adults and embark on a madcap mission to take down a common enemy from their past."
s7146,1,Judy Moody and the Not Bummer Summer,1961,2019-08-08,2011,4,5,"In this family film, never-dull third-grader Judy Moody embarks on a summer adventure with her brother, Stink, and always-up-for-fun Aunt Opal."
s7147,1,Jugaad,4023,2018-09-15,2017,5,152,"Following the stories of five diverse individuals, this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents."
s7148,1,Julie & Julia,4024,2021-01-01,2009,2,94,"In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook."
s7149,2,Julius Jr.,1,2015-11-03,2014,7,3,Paul Frank's fun artwork comes to life in this show that follows monkey Julius Jr. and his friends as they explore the world and help each other out.
s7150,1,Jumping the Broom,4025,2020-11-01,2011,2,41,"After a whirlwind romance, a couple rushes to say ""I do"" at the bride's family estate on Martha's Vineyard, where their relations meet — and clash."
s7151,1,Junebug,4026,2019-03-01,2005,9,70,"When a big-city art dealer travels to North Carolina to meet her new husband's small-town family, their trip gives rise to a multitude of problems."
s7152,1,Jupiter Ascending,3643,2019-08-01,2015,2,50,A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.
s7153,1,Just Friends,628,2019-09-01,2005,2,12,"Years after high school, a once-portly nice guy comes home for the holidays and reunites with a former crush he still has feelings for."
s7154,1,"Justice, My Foot!",2492,2018-08-31,1992,5,38,Slick lawyer Sung fears he's been cursed with bad karma and considers giving up his practice – until he's approached by a widow accused of murder.
s7155,1,Justin Bieber: Never Say Never,1674,2018-01-01,2011,11,20,"Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour."
s7156,2,K,1,2016-12-01,2012,3,4,"A young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two powerful kings and their forces."
s7157,1,K-19: The Widowmaker,4027,2019-11-21,2002,2,90,"On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion."
s7158,2,Kaçak,1,2016-12-26,2013,5,4,A cop who killed a mobster's son and fled to a small town with a changed identity finds his quiet new life disrupted when he becomes a local hero.
s7159,1,Kaabil,4028,2017-06-25,2017,5,84,"The happy life of a young blind couple is shattered when the wife is raped and corrupt police won't help, sending the husband on a quest for revenge."
s7160,1,Kaakan,4029,2018-03-01,2015,6,92,"Star-crossed lovers from different social strata struggle to overcome differences in class and family expectation, as well as a long separation."
s7161,1,Kaalia,4030,2019-12-31,1981,5,140,"Jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge."
s7162,1,Kaaliyan,4031,2018-08-01,2017,6,24,"An aggressive, wayward fisherman abandons his wife and daughters, who grow up to face the consequences of their father's mistakes."
s7163,1,Kabali (Hindi Version),4032,2017-12-15,2016,3,86,"In this Hindi version of the Tamil blockbuster, a Tamil gang leader in Kuala Lumpur seeks justice for crimes committed against him and his family."
s7164,1,Kacche Dhaagey,4033,2017-11-01,2016,5,60,"While visiting India for her cousin's wedding, a Canadian girl develops strong feelings for a boy from a lower caste."
s7165,1,Kahlil Gibran's The Prophet,3236,2017-10-01,2014,4,39,A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.
s7166,1,Kajraare,4043,2017-10-22,2010,5,41,"A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past."
s7167,1,Kaleidoscope,4044,2018-05-08,2016,3,32,A quiet ex-con's tenuous grip on reality starts to slip when his manipulative mother brings out a part of him he hoped to leave behind.
s7168,1,Kalki,4045,2018-03-01,2017,5,170,A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.
s7169,1,Kanika,1,2018-03-01,2017,5,23,A doctor and his colleagues who use sex-determination testing for unethical ends face retribution from a supernatural victim who seeks vengeance.
s7170,1,Karzzzz,3886,2017-10-22,2008,5,109,"When flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star Monty sets out to get revenge for the decades-old crime."
s7171,1,Kate & Leopold,222,2020-01-01,2001,2,54,A present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.
s7172,1,Katha,4046,2019-12-31,1982,6,79,"Secretly in love with his neighbor, a mild-mannered clerk is heartbroken when his much bolder, more charming friend wins her heart instead."
s7173,1,Katt Williams: Live,4047,2018-07-19,2006,13,39,"Outspoken comedian Katt Williams pokes fun at a variety of topics, including sex, relationships, parenthood and trying to make it as an entertainer."
s7174,1,Kaviyude Osyath,4048,2018-07-01,2017,5,27,"When a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend."
s7175,1,Kay Dyache Bola,3359,2018-01-01,2005,5,76,"Wrongfully accused of murder, two students' last hope lies with their defense attorney, an inexperienced bumbler who's never even tried a case."
s7176,2,Ken Burns: The Civil War,3693,2017-02-22,1990,5,4,"Ken Burns's documentary depicts the action of famous Civil War battles, and relates the stories of soldiers, generals and a beleaguered president."
s7177,2,Ken Burns: The Roosevelts: An Intimate History,3693,2017-02-22,2014,6,4,"Award-winning documentarian Burns profiles three members of one of America's premier political families: Theodore, Franklin and Eleanor Roosevelt."
s7178,2,Ken Burns: The West,1,2017-03-14,1996,6,4,Historian Ken Burns and his team bring to life the challenges Americans faced in the 19th century as they embarked on westward expansion.
s7179,1,Kevin Hart: Laugh at My Pain,1096,2018-10-01,2011,9,67,"Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour."
